url,domain,title,date,clean_text,label,label_reason
https://investasi.kontan.co.id/news/cuan-3088-setahun-harga-emas-antam-hari-ini-melemah-26-april-2025,investasi.kontan.co.id,"Cuan 30,88% Setahun, Harga Emas Antam Hari Ini Melemah (26 April 2025)",2025-04-26,"sumber: logam mulia aneka tambang | editor: hasbi maulana kontan.co.id - sabtu (26/4) harga emas batangan bersertifikat di logam mulia pt aneka tambang (antm) turun rp 21.000 per gram, dari sebelumnya rp 1.986.000 per gram menjadi rp 1.965.000 per gram. di lain sisi, harga buyback oleh logam mulia juga turun rp 21.000 per gram, dari sebelumnya rp 1.835.000 per gram menjadi rp 1.814.000 per gram. dengan demikian, selisih antara harga emas dan harga buyback hari ini adalah rp 151.000 per gram.",Neutral,Fluktuasi harga emas batangan Antam adalah indikator pasar komoditas investasi dan tidak secara langsung mempengaruhi inflasi barang konsumsi umum yang diukur oleh CPI.
https://investasi.kontan.co.id/news/harga-emas-antam-hari-ini-rp-1965000-catat-cara-beli-emas-antam-logam-mulia,investasi.kontan.co.id,"Harga Emas Antam Hari Ini Rp 1.965.000, Catat Cara Beli Emas Antam Logam Mulia",2025-04-18,"harga emas antam hari ini jumat, 18 april 2025 kembali melonjak naik. untuk itu, simak cara membeli emas antam logam mulia. mengutip website logam mulia, harga emas antam per 1 gram rp 1.965.000 hari ini 18 april 2025. harga emas antam turun rp 10.000 dibandingkan hari kemarin. untuk anda yang ingin investasi emas antam logam mulia, cara membelinya pun relatif mudah dilakukan.",Neutral,"Pergerakan harga emas Antam, meskipun disebutkan naik dan turun dalam berita yang sama, merujuk pada aset investasi dan bukan komponen utama Indeks Harga Konsumen di Indonesia."
https://insight.kontan.co.id/news/jangan-latah-beli-emas,insight.kontan.co.id,Jangan Latah Beli Emas,2025-04-19,"tren kenaikan harga emas makin tak terbendung. di pasar dunia, harga emas sudah diperdagangkan memecahkan rekor tertinggi baru, yang serta merta diikuti oleh lonjakan harga emas di dalam negeri. mengutip reuters, rabu (16/4), harga emas spot naik 1,3% menjadi us$ 3.270,12 per ons. harga emas mencapai puncak us$ 3.275,20 per ons di awal sesi. sementara di indonesia, harga emas antam di pegadaian tembus di level rp 2,04 juta per gram pada kamis (17/4) lalu, naik rp 9.000 dibanding rabu (16/4). padahal, di awal tahun ini harga logam mulia masih di kisaran rp 1,5 juta per gram. banyak analis menyatakan, reli kenaikan harga emas belum akan berakhir seiring meningkatnya eskalasi perang dagang yang masih terus berlanjut. bahkan, nilai emas global berpotensi menyentuh angka us$ 3.400 per troy ounce. lonjakan harga emas ini dipicu pertemuan sejumlah faktor, seperti depresiasi dolar, memanasnya tensi perang dagang serta meningkatnya ketegangan geopolitik di timur tengah. kondisi itu memaksa investor mencari instrumen investasi paling aman atau aset safe haven. di indonesia, masyarakat juga tampak berbondong-bondong membeli emas dengan memenuhi gerai-gerai penjualan logam mulia. dalam ketidakpastian, orang memang akan berlindung dari risiko. saat ini sumber masalahnya di luar indonesia, tapi negara kita terdampak secara tidak langsung. selagi iklim domestik masih terkendali, maka tidak perlu terlalu cemas, latah ikut euphoria. tetapi, tidak juga meniadakan risiko. jadi, sebaiknya reaksi kita terbatas. artinya, kalau punya aset saham atau surat berharga lain, jangan buru-buru diganti dengan emas atau us$. selagi investasi yang ada masih memberi return normal, tidak perlu pindah ke safe heaven. dalam masa penuh konflik, tetap perlu berhati-hati masuk ke aset aman, meski tren sedang naik. kalau beli saat euforia, bisa jadi dapat harga terlalu mahal. dalam hal ini membeli emas juga harus memperhitungkan teknikal dan fundamental. terlebih kalau tujuannya buat trading. sebab secara teknikal, apapun bisa naik cepat dan turun juga dengan cepat. jadi, sewaktu-waktu, harga emas juga bisa drop. risikonya lebih besar lagi kalau sumber dana membeli emas merupakan uang panas alias utang. lebih bijak jika tujuan membeli emas untuk menabung guna mengantisipasi situasi dunia yang terus memburuk.",Inflation,Kenaikan harga emas yang didorong oleh depresiasi dolar dan ketegangan geopolitik mengindikasikan tekanan inflasi yang lebih luas pada harga barang dan jasa.
https://insight.kontan.co.id/news/emiten-tambang-emas-pacu-produksi-1,insight.kontan.co.id,Emiten Tambang Emas Pacu Produksi,2025-01-09,perusahaan tambang emas bakal agresif menggenjot produksi emas tahun 2025. hal ini seiring prospek bisnis yang positif dan tren harga emas global yang diperkirakan terus meningkat. pt aneka tambang tbk (antm) memandang prospek bisnis emas tahun ini tetap menjanjikan. ini didukung permintaan global yang stabil di tengah ketidakpastian ekonomi dan geopolitik.,Neutral,Berita ini berfokus pada prospek produksi emas dan tidak secara langsung mengindikasikan tekanan inflasi atau deflasi pada Indeks Harga Konsumen.
https://insight.kontan.co.id/news/emas-terus-turun-di-tengah-meredanya-ketegangan-perdagangan,insight.kontan.co.id,Emas Terus Turun di Tengah Meredanya Ketegangan Perdagangan,2025-07-25,"harga emas turun ke kisaran us$ 3.360 per ons troi pada hari jumat (25/7), menandai penurunan hari ketiga berturut-turut karena kekhawatiran atas tarif terus mereda. ini lantas mengurangi daya tarik logam mulia tersebut. seperti dikutip tradingeconomics, jumat (25/7), investor terus memantau kemajuan dalam perundingan perdagangan, dengan as dan uni eropa dilaporkan hampir mencapai kesepakatan, tak lama setelah washington mengumumkan kesepakatan terpisah dengan jepang.",Deflation,"Penurunan harga emas akibat meredanya kekhawatiran tarif menunjukkan berkurangnya tekanan pada biaya impor dan rantai pasok, yang cenderung meredakan inflasi."
https://pusatdata.kontan.co.id/news/grafik-harga-emas-antam-hari-ini-naik-atau-turun-2-juni-2025,pusatdata.kontan.co.id,"Grafik Harga Emas Antam, Hari Ini Naik atau Turun? (2 Juni 2025)",2025-06-02,"senin (2 juni 2025) grafik harga emas 24 karat antam menunjukkan harga emas hari ini naik rp 17.000 per gram, dari sebelumnya rp 1.888.000 per gram menjadi rp 1.905.000 per gram. di lain sisi grafik harga emas antam 24 karat buyback oleh logam mulia juga naik rp 17.000 per gram, dari sebelumnya rp 1.732.000 per gram menjadi rp 1.749.000 per gram. dengan demikian, selisih antara harga emas dan harga buyback hari ini adalah rp 156.000 per gram.",Neutral,Laporan ini hanya menunjukkan fluktuasi harian harga emas tanpa indikasi tren atau faktor makroekonomi yang memengaruhi inflasi secara luas.
https://insight.kontan.co.id/news/cuan-2360-setahun-harga-emas-antam-hari-ini-turun-4-januari-2025,insight.kontan.co.id,"Cuan 23.60% Setahun, Harga Emas Antam Hari Ini Turun (4 Januari 2025)",2025-01-04,"sabtu (4 januari 2025), harga emas antam 24 karat di logam mulia turun rp 4.000 per gram, dari sebelumnya rp 1.543.000 per gram menjadi rp 1.539.000 per gram. adapun harga emas buyback hari ini juga turun rp 4.000 per gram, dari sebelumnya rp 1.392.000 per gram menjadi rp 1.388.000 per gram. dengan demikian, selisih antara harga emas dan harga buyback hari ini adalah rp 151.000 per gram. selama ini antam menetapkan dua macam harga emas batangan produksinya: harga emas dan harga beli kembali (buyback). tonton: harga emas antam diawal tahun 2025 menghijau harga emas yang tercantum di atas adalah harga yang berlaku ketika kita membeli emas antam dari gerai logam mulia. adapun harga emas buyback adalah harga yang berlaku ketika kita menjual emas kepada gerai logam mulia. jadi, jika pagi hari membeli emas dari antam maka anda harus membayar rp 1.539.000 per gram. kalau karena suatu sebab tiba-tiba anda butuh uang sangat mendesak sehingga terpaksa menjual kembali emas tersebut pada siang atau sore hari, jangan kaget emas anda cuma dihargai rp 1.388.000 per gram oleh logam mulia.",Neutral,Laporan ini hanya menunjukkan fluktuasi harian harga emas tanpa indikasi tren atau faktor makroekonomi yang memengaruhi inflasi secara luas.
https://pusatdata.kontan.co.id/news/grafik-harga-emas-antam-hari-ini-naik-atau-turun-3-maret-2025,pusatdata.kontan.co.id,"Grafik Harga Emas Antam, Hari Ini Naik atau Turun? (3 Maret 2025)",2025-03-03,"senin (3 maret 2025), grafik harga emas 24 karat antam menunjukkan harga emas hari ini naik rp 7.000 per gram, dari sebelumnya rp 1.672.000 per gram menjadi rp 1.679.000 per gram. di lain sisi grafik harga emas antam 24 karat buyback oleh logam mulia juga menunjukkan harga emas hari ini naik rp 7.000 per gram, dari sebelumnya rp 1.521.500 per gram menjadi rp 1.528.500 per gram. dengan demikian, selisih antara harga emas dan harga buyback hari ini adalah rp 150.500 per gram. selama ini antam menetapkan dua macam harga emas batangan produksinya: harga emas dan harga beli kembali (buyback).",Neutral,"Kenaikan harga emas adalah pergerakan harga aset investasi, bukan komponen langsung dalam perhitungan Indeks Harga Konsumen (CPI)."
https://pusatdata.kontan.co.id/news/grafik-harga-emas-antam-hari-ini-naik-atau-turun-24-maret-2025,pusatdata.kontan.co.id,"Grafik Harga Emas Antam, Hari Ini Naik atau Turun? (24 Maret 2025)",2025-03-24,"senin (24 maret 2025), grafik harga emas 24 karat antam menunjukkan harga emas hari ini naik rp 1.000 per gram, dari sebelumnya rp 1.764.000 per gram menjadi rp 1.765.000 per gram. di lain sisi grafik harga emas antam 24 karat buyback oleh logam mulia juga menunjukkan harga emas hari ini naik rp 1.000 per gram, dari sebelumnya rp 1.615.000 per gram menjadi rp 1.616.000 per gram. dengan demikian, selisih antara harga emas dan harga buyback hari ini adalah rp 149.000 per gram. selama ini antam menetapkan dua macam harga emas batangan produksinya: harga emas dan harga beli kembali (buyback).",Neutral,Berita ini melaporkan pergerakan harga emas sebagai aset investasi yang tidak secara langsung mempengaruhi Indeks Harga Konsumen (CPI).
https://insight.kontan.co.id/news/rela-antri-demi-mengoleksi-kepingan-emas,insight.kontan.co.id,Rela Antri Demi Mengoleksi Kepingan Emas,2025-10-05,"sejak zaman nenek moyang hingga sekarang, kilau investasi emas tak pernah pudar dan tak lekang oleh waktu. maka itu, wajar jika banyak orang rela antre di gerai-gerai toko emas untuk membeli emas secara fisik. pada selasa (30/9) lalu, kontan mengunjungi cikini gold center, jakarta pusat. pusat perdagangan emas terbesar di jakarta itu terus-menerus kedatangan pengunjung, mereka tak segan membeli emas walaupun harga sedang tinggi. seperti ria (42 tahun) yang rela merogoh tabungan agar bisa menggenggam kepingan emas.",Neutral,"Berita ini menggambarkan perilaku investasi dan sentimen pasar emas, bukan perubahan langsung pada Indeks Harga Konsumen (CPI)."
https://pusatdata.kontan.co.id/news/grafik-harga-emas-antam-hari-ini-naik-atau-turun-2-april-2025,pusatdata.kontan.co.id,"Grafik Harga Emas Antam, Hari Ini Naik atau Turun? (2 April 2025)",2025-04-02,"rabu (2 april 2025)g rafik harga emas 24 karat antam menunjukkan harga emas hari ini turun rp 7.000 per gram, dari sebelumnya rp 1.826.000 per gram menjadi rp 1.819.000 per gram. di lain sisi grafik harga emas antam 24 karat buyback oleh logam mulia juga menujukkan harga buyback hari ini turun rp 7.000 per gram, dari sebelumnya rp 1.678.000 per gram menjadi rp 1.671.000 per gram. dengan demikian, selisih antara harga emas dan harga buyback hari ini adalah rp 148.000 per gram. selama ini antam menetapkan dua macam harga emas batangan produksinya: harga emas dan harga beli kembali (buyback).",Neutral,"Penurunan harga emas merupakan pergerakan aset investasi, bukan indikator langsung inflasi atau deflasi pada Indeks Harga Konsumen (CPI)."
https://insight.kontan.co.id/news/kinerja-2024-bris-kinclong-dan-diproyeksi-bakal-terus-mencorong-emas-jadi-andalan,insight.kontan.co.id,"Kinerja 2024 BRIS Kinclong dan Diproyeksi Bakal Terus Mencorong, Emas Jadi Andalan",2025-02-11,"di tengah penurunan harga saham bank-bank jumbo, harga saham pt bank syariah indonesia tbk (bris) justru bergerak di zona hijau. menilik data rti business, dalam pekan pertama februari 2025, harga saham bris meningkat 4,45%. di sepanjang tahun berjalan pun, harga saham bris tercatat naik 11,72% (year to date/ytd 10 februari 2025).",Neutral,"Berita ini membahas pergerakan harga saham, yang merupakan aset investasi dan tidak termasuk dalam perhitungan Indeks Harga Konsumen (CPI)."
https://pusatdata.kontan.co.id/news/grafik-harga-emas-antam-hari-ini-naik-atau-turun-4-april-2025,pusatdata.kontan.co.id,"Grafik Harga Emas Antam, Hari Ini Naik atau Turun? (4 April 2025)",2025-04-04,"jumat (4 april 2025) grafik harga emas 24 karat antam menunjukkan harga emas hari ini turun rp 17.000 per gram menjadi rp 1.819.000 per gram dari sebelumnya rp 1.836.000 per gram. di lain sisi grafik harga emas antam 24 karat buyback oleh logam mulia juga menujukkan harga buyback hari ini turun rp 17.000 per gram, dari sebelumnya rp 1.688.000 per gram menjadi rp1.671.000 per gram. dengan demikian, selisih antara harga emas dan harga buyback hari ini adalah rp 148.000 per gram. selama ini antam menetapkan dua macam harga emas batangan produksinya: harga emas dan harga beli kembali (buyback).",Neutral,"Fluktuasi harga emas batangan adalah pergerakan harga aset investasi, bukan indikator langsung inflasi Indeks Harga Konsumen (CPI)."
